App,Category,Rating,Reviews,Size,Installs,Type,Price,Content_Rating,Genres,Last Updated,Current Ver,Android Ver,id
Marvel Dice Masters: Avengers vs. X-Men,Uncategorized,3.58385,5436,60,5436,Uncategorized,2014,Uncategorized,Uncategorized,2,2,14,605
Spyfall,Party,3.45478,17445,15,17445,Party,2014,Party,Party,3,8,13,606
Crusaders: Thy Will Be Done,Strategy,3.80915,2335,60,2335,Strategy,2018,Strategy,Strategy,2,4,14,607
Ex Libris,Strategy,3.613125,4503,45,4503,Strategy,2017,Strategy,Strategy,1,4,10,608
Kanagawa,Family,3.552695,6487,45,6487,Family,2016,Family,Family,2,4,10,609
Finca,Family,3.537665,6652,45,6652,Family,2009,Family,Family,2,4,10,610
Squad Leader,Uncategorized,3.751,3072,60,3072,Uncategorized,1977,Uncategorized,Uncategorized,2,2,14,611
Tinners' Trail,Strategy,3.636725,3747,90,3747,Strategy,2008,Strategy,Strategy,3,4,13,612
Cribbage,Family,3.52307,7865,30,7865,Family,1630,Family,Family,2,4,10,613
Oh My Goods!,Strategy,3.509445,8523,30,8523,Strategy,2015,Strategy,Strategy,2,4,10,614
Blue Moon City,Strategy,3.518075,7512,50,7512,Strategy,2006,Strategy,Strategy,2,4,14,615
Jambo,Strategy,3.5089,7877,45,7877,Strategy,2004,Strategy,Strategy,2,2,12,616
Skull King,Family,3.677785,3405,30,3405,Family,2013,Family,Family,2,6,8,617
ZÈRTZ,Abstract,3.6496,3817,60,3817,Abstract,1999,Abstract,Abstract,2,2,9,618
Lords of Xidit,Strategy,3.576735,4990,90,4990,Strategy,2014,Strategy,Strategy,3,5,14,619
Fantasy Realms,Family,3.67815,3269,20,3269,Family,2017,Family,Family,3,6,14,620
Star Wars: The Card Game,Uncategorized,3.60602,5191,60,5191,Uncategorized,2012,Uncategorized,Uncategorized,2,2,10,621
Virgin Queen,Strategy,4.026455,1521,420,1521,Strategy,2012,Strategy,Strategy,2,6,12,622
Summoner Wars: Phoenix Elves vs Tundra Orcs,Strategy,3.76577,2526,30,2526,Strategy,2009,Strategy,Strategy,2,4,9,623
Conflict of Heroes: Awakening the Bear! – Operation Barbarossa 1941 (Second Edition),Uncategorized,3.992,1680,180,1680,Uncategorized,2012,Uncategorized,Uncategorized,2,4,13,624
XCOM: The Board Game,Thematic,3.53318,7593,120,7593,Thematic,2015,Thematic,Thematic,1,4,14,625
Blokus,Abstract,3.444895,21958,20,21958,Abstract,2000,Abstract,Abstract,2,4,5,626
Combat Commander: Pacific,Uncategorized,4.043185,1418,180,1418,Uncategorized,2008,Uncategorized,Uncategorized,2,2,12,627
Aeon's End: The New Age,Strategy,4.40656,992,60,992,Strategy,2019,Strategy,Strategy,1,4,14,628
Reef Encounter,Strategy,3.569715,4913,120,4913,Strategy,2004,Strategy,Strategy,2,4,10,629
Union Pacific,Strategy,3.608245,4140,90,4140,Strategy,1999,Strategy,Strategy,2,6,12,630
Brew Crafters,Strategy,3.73688,2674,90,2674,Strategy,2013,Strategy,Strategy,2,5,12,631
Feudum,Strategy,3.8424,2412,180,2412,Strategy,2017,Strategy,Strategy,2,5,12,632
Spyrium,Strategy,3.545285,5632,75,5632,Strategy,2013,Strategy,Strategy,2,5,12,633
Legendary: A Marvel Deck Building Game – Villains,Thematic,3.802715,2469,45,2469,Thematic,2014,Thematic,Thematic,1,5,14,634
Summoner Wars: Guild Dwarves vs Cave Goblins,Strategy,3.79134,2307,30,2307,Strategy,2009,Strategy,Strategy,2,4,9,635
FUSE,Family,3.532825,6548,10,6548,Family,2015,Family,Family,1,5,10,636
Friedrich,Uncategorized,3.776345,2458,210,2458,Uncategorized,2004,Uncategorized,Uncategorized,3,4,12,637
My Little Scythe,Family,3.69989,3209,60,3209,Family,2017,Family,Family,1,6,8,638
Red7,Family,3.46701,11861,30,11861,Family,2014,Family,Family,2,4,9,639
Outlive,Strategy,3.700415,3291,110,3291,Strategy,2017,Strategy,Strategy,2,4,14,640
Scoville,Strategy,3.58244,4577,90,4577,Strategy,2014,Strategy,Strategy,2,6,13,641
Carcassonne: The City,Strategy,3.60189,4142,45,4142,Strategy,2004,Strategy,Strategy,2,4,8,642
Hyperborea,Strategy,3.61064,4219,150,4219,Strategy,2014,Strategy,Strategy,2,6,14,643
Smash Up: Science Fiction Double Feature,Strategy,3.658645,3587,45,3587,Strategy,2014,Strategy,Strategy,2,2,12,644
The Pursuit of Happiness,Family,3.62353,3722,90,3722,Family,2015,Family,Family,1,4,12,645
Age of Industry,Strategy,3.69312,2826,120,2826,Strategy,2010,Strategy,Strategy,2,5,13,646
Villagers,Family,3.70449,3285,60,3285,Family,2019,Family,Family,1,5,10,647
Prêt-à-Porter,Strategy,3.70623,2858,90,2858,Strategy,2010,Strategy,Strategy,2,4,10,648
The Palaces of Carrara,Strategy,3.602945,3872,60,3872,Strategy,2012,Strategy,Strategy,2,4,10,649
Dawn of the Zeds (Third edition),Thematic,4.1259,1316,120,1316,Thematic,2016,Thematic,Thematic,1,5,14,650
Homesteaders,Strategy,3.626105,3420,90,3420,Strategy,2009,Strategy,Strategy,2,4,14,651
Bridge,Strategy,3.73006,2840,60,2840,Strategy,1908,Strategy,Strategy,4,4,12,652
Genoa,Strategy,3.53958,5851,120,5851,Strategy,2001,Strategy,Strategy,2,5,12,653
Ca$h 'n Guns (Second Edition),Party,3.455255,12011,30,12011,Party,2014,Party,Party,4,8,10,654
Disney Villainous,Family,3.54084,7658,50,7658,Family,2018,Family,Family,2,6,10,655
Maharaja: The Game of Palace Building in India,Strategy,3.565465,4818,90,4818,Strategy,2004,Strategy,Strategy,2,5,12,656
Celestia,Family,3.50377,7703,30,7703,Family,2015,Family,Family,2,6,8,657
San Marco,Strategy,3.5865,4172,90,4172,Strategy,2001,Strategy,Strategy,3,4,10,658
Santiago,Strategy,3.559985,4755,75,4755,Strategy,2003,Strategy,Strategy,3,5,10,659
Perudo,Family,3.45462,12129,30,12129,Family,1800,Family,Family,2,6,8,660
Not Alone,Strategy,3.514305,7251,45,7251,Strategy,2016,Strategy,Strategy,2,7,10,661
Ricochet Robots,Abstract,3.501415,7778,30,7778,Abstract,1999,Abstract,Abstract,1,99,10,662
Tragedy Looper,Strategy,3.622725,3843,120,3843,Strategy,2011,Strategy,Strategy,2,4,13,663
A Fake Artist Goes to New York,Party,3.587855,4159,20,4159,Party,2012,Party,Party,5,10,8,664
Heroscape Master Set: Swarm of the Marro,Thematic,3.80952,2216,60,2216,Thematic,2007,Thematic,Thematic,2,4,8,665
Thunderstone,Strategy,3.47316,9951,60,9951,Strategy,2009,Strategy,Strategy,1,5,12,666
AuZtralia,Strategy,3.71585,2719,120,2719,Strategy,2018,Strategy,Strategy,1,4,13,667
Star Wars: X-Wing (Second Edition),Uncategorized,4.17481,1316,45,1316,Uncategorized,2018,Uncategorized,Uncategorized,2,2,14,668
Akrotiri,Strategy,3.63389,3405,45,3405,Strategy,2014,Strategy,Strategy,2,2,13,669
Fugitive,Family,3.622905,3512,20,3512,Family,2017,Family,Family,2,2,10,670
Container,Strategy,3.574995,4283,90,4283,Strategy,2007,Strategy,Strategy,3,5,12,671
Ascension: Storm of Souls,Strategy,3.65609,3307,30,3307,Strategy,2011,Strategy,Strategy,1,4,13,672
Dogs of War,Strategy,3.756475,2393,75,2393,Strategy,2014,Strategy,Strategy,3,5,14,673
Louis XIV,Strategy,3.53583,5299,100,5299,Strategy,2005,Strategy,Strategy,2,4,12,674
Web of Power,Strategy,3.651695,3309,60,3309,Strategy,2000,Strategy,Strategy,3,5,12,675
Wavelength,Party,3.803825,2114,45,2114,Party,2019,Party,Party,2,12,14,676
Last Night on Earth: The Zombie Game,Thematic,3.47451,13390,90,13390,Thematic,2007,Thematic,Thematic,2,6,12,677
Core Worlds,Strategy,3.59492,3874,120,3874,Strategy,2011,Strategy,Strategy,2,5,10,678
Civilization: A New Dawn,Strategy,3.65767,3630,120,3630,Strategy,2017,Strategy,Strategy,2,4,14,679
Hawaii,Strategy,3.585775,4059,90,4059,Strategy,2011,Strategy,Strategy,2,5,13,680
Adrenaline,Strategy,3.5462,5226,60,5226,Strategy,2016,Strategy,Strategy,3,5,12,681
Pictomania,Party,3.65034,3078,25,3078,Party,2011,Party,Party,3,6,9,682
Roll Through the Ages: The Bronze Age,Strategy,3.44012,11329,45,11329,Strategy,2008,Strategy,Strategy,1,4,8,683
Whitehall Mystery,Strategy,3.81208,2023,60,2023,Strategy,2017,Strategy,Strategy,2,4,13,684
Thunder Alley,Thematic,3.66517,3034,90,3034,Thematic,2014,Thematic,Thematic,2,7,10,685
Tiny Epic Quest,Strategy,3.54945,5639,60,5639,Strategy,2017,Strategy,Strategy,1,4,14,686
Britannia,Uncategorized,3.60194,3978,300,3978,Uncategorized,1986,Uncategorized,Uncategorized,3,5,12,687
Dungeons & Dragons: Wrath of Ashardalon Board Game,Thematic,3.575945,5675,60,5675,Thematic,2011,Thematic,Thematic,1,5,12,688
Morels,Family,3.506265,6882,30,6882,Family,2012,Family,Family,2,2,10,689
Signorie,Strategy,3.718365,2480,120,2480,Strategy,2015,Strategy,Strategy,2,4,12,690
Legacy: The Testament of Duke de Crecy,Strategy,3.588225,3894,60,3894,Strategy,2013,Strategy,Strategy,1,4,8,691
Polis: Fight for the Hegemony,Strategy,3.831795,2009,120,2009,Strategy,2012,Strategy,Strategy,2,2,12,692
Flick 'em Up!,Family,3.48794,7261,45,7261,Family,2015,Family,Family,2,10,7,693
The Others,Thematic,3.703475,3177,90,3177,Thematic,2016,Thematic,Thematic,2,5,14,694
New Frontiers,Strategy,3.82944,1885,75,1885,Strategy,2018,Strategy,Strategy,2,5,14,695
City of the Big Shoulders,Strategy,4.0214,1360,180,1360,Strategy,2019,Strategy,Strategy,2,4,14,696
Forbidden Island,Family,3.40046,39872,30,39872,Family,2010,Family,Family,2,4,10,697
Tumblin-Dice,Family,3.58961,3781,45,3781,Family,2004,Family,Family,2,4,13,698
The Estates,Strategy,3.755305,2180,60,2180,Strategy,2018,Strategy,Strategy,2,5,10,699
The Castles of Burgundy: The Card Game,Strategy,3.525785,5408,60,5408,Strategy,2016,Strategy,Strategy,1,4,12,700
Rhino Hero,Family,3.477425,7758,15,7758,Family,2011,Family,Family,2,5,5,701
Diamant,Family,3.41276,16271,30,16271,Family,2005,Family,Family,3,8,8,702
Black Angel,Strategy,3.733705,2470,120,2470,Strategy,2019,Strategy,Strategy,1,4,12,703
Treasure Island,Family,3.66234,3020,45,3020,Family,2018,Family,Family,2,5,10,704
Marvel Dice Masters: Uncanny X-Men,Uncategorized,3.61104,3622,60,3622,Uncategorized,2014,Uncategorized,Uncategorized,2,2,14,705
Lanterns: The Harvest Festival,Family,3.462375,9070,30,9070,Family,2015,Family,Family,2,4,8,706
Dream Factory,Strategy,3.529065,4991,60,4991,Strategy,2000,Strategy,Strategy,2,5,10,707
Attika,Strategy,3.5021,6263,60,6263,Strategy,2003,Strategy,Strategy,2,4,10,708
Wasteland Express Delivery Service,Strategy,3.73282,2505,120,2505,Strategy,2017,Strategy,Strategy,2,5,13,709
Unfair,Strategy,3.676985,3347,125,3347,Strategy,2017,Strategy,Strategy,2,5,14,710
Can't Stop,Family,3.42579,12365,30,12365,Family,1980,Family,Family,2,4,9,711
878 Vikings: Invasions of England,Uncategorized,3.779185,2194,120,2194,Uncategorized,2017,Uncategorized,Uncategorized,2,4,12,712
The City of Kings,Strategy,3.917545,1811,180,1811,Strategy,2018,Strategy,Strategy,1,4,14,713
Catacombs (Third Edition),Thematic,3.791465,2074,90,2074,Thematic,2015,Thematic,Thematic,2,5,14,714
Rhino Hero: Super Battle,Family,3.64559,3031,20,3031,Family,2017,Family,Family,2,4,5,715
Ascension: Return of the Fallen,Strategy,3.651185,3097,30,3097,Strategy,2011,Strategy,Strategy,1,2,13,716
Concept,Party,3.421855,14307,40,14307,Party,2013,Party,Party,4,12,10,717
Discoveries: The Journals of Lewis and Clark,Strategy,3.5526,4255,60,4255,Strategy,2015,Strategy,Strategy,2,4,14,718
Century: A New World,Strategy,3.759375,2230,45,2230,Strategy,2019,Strategy,Strategy,2,4,8,719
5-Minute Dungeon,Family,3.544685,5826,30,5826,Family,2017,Family,Family,2,5,8,720
Legendary Encounters: A Predator Deck Building Game,Thematic,3.73977,2321,45,2321,Thematic,2015,Thematic,Thematic,1,5,17,721
La Città,Strategy,3.523875,5015,120,5015,Strategy,2000,Strategy,Strategy,2,5,12,722
Zooloretto,Family,3.41948,13591,45,13591,Family,2007,Family,Family,2,5,8,723
Zombicide Season 3: Rue Morgue,Thematic,3.790145,2349,60,2349,Thematic,2015,Thematic,Thematic,1,12,14,724
Kitchen Rush,Family,3.70862,2427,45,2427,Family,2017,Family,Family,1,4,12,725
Antike,Strategy,3.544745,4539,120,4539,Strategy,2005,Strategy,Strategy,2,6,12,726
CO₂,Strategy,3.585735,3628,120,3628,Strategy,2012,Strategy,Strategy,1,5,12,727
Pandemic: Rising Tide,Strategy,3.82975,1845,45,1845,Strategy,2017,Strategy,Strategy,2,5,8,728
Snow Tails,Strategy,3.488345,5891,60,5891,Strategy,2008,Strategy,Strategy,2,5,10,729
Gentes,Strategy,3.744805,2126,90,2126,Strategy,2017,Strategy,Strategy,1,4,12,730
Fabled Fruit,Family,3.527545,4719,30,4719,Family,2016,Family,Family,2,5,8,731
Tammany Hall,Strategy,3.62058,3184,90,3184,Strategy,2007,Strategy,Strategy,3,5,12,732
Star Wars: The Queen's Gambit,Thematic,3.774615,2054,120,2054,Thematic,2000,Thematic,Thematic,2,4,12,733
Mahjong,Abstract,3.50975,6213,120,6213,Abstract,1850,Abstract,Abstract,3,4,8,734
Smash Up: Pretty Pretty Smash Up,Strategy,3.650035,3058,45,3058,Strategy,2015,Strategy,Strategy,2,2,14,735
Silver & Gold,Family,3.692095,2498,20,2498,Family,2019,Family,Family,2,4,8,736
Dungeons & Dragons: Castle Ravenloft Board Game,Thematic,3.48691,8239,60,8239,Thematic,2010,Thematic,Thematic,1,5,12,737
BattleCON: War of Indines,Strategy,3.880385,1708,60,1708,Strategy,2010,Strategy,Strategy,2,2,9,738
Palm Island,Family,3.676015,2763,15,2763,Family,2018,Family,Family,1,2,10,739
Merchant of Venus (Second Edition),Strategy,3.592445,3503,240,3503,Strategy,2012,Strategy,Strategy,1,4,14,740
The Speicherstadt,Strategy,3.520675,4662,45,4662,Strategy,2010,Strategy,Strategy,2,5,8,741
Wizard,Family,3.45975,7860,45,7860,Family,1984,Family,Family,3,6,10,742
Thunderstone: Dragonspire,Strategy,3.672045,2610,45,2610,Strategy,2011,Strategy,Strategy,1,5,12,743
Qwixx,Family,3.443755,8617,15,8617,Family,2012,Family,Family,2,5,8,744
"Heroes of Land, Air & Sea",Strategy,3.86004,1871,180,1871,Strategy,2018,Strategy,Strategy,1,4,14,745
History of the World,Strategy,3.561835,4312,270,4312,Strategy,1991,Strategy,Strategy,3,6,12,746
Gold West,Strategy,3.710865,2217,60,2217,Strategy,2015,Strategy,Strategy,2,4,13,747
Automobiles,Strategy,3.67493,2527,75,2527,Strategy,2016,Strategy,Strategy,2,5,10,748
Space Hulk (Fourth Edition),Thematic,3.985345,1512,60,1512,Thematic,2014,Thematic,Thematic,2,2,12,749
Cloudspire,Strategy,4.180595,1199,180,1199,Strategy,2019,Strategy,Strategy,1,4,13,750
Rex: Final Days of an Empire,Strategy,3.552385,4123,180,4123,Strategy,2012,Strategy,Strategy,3,6,14,751
Empire of the Sun,Uncategorized,4.067305,1322,360,1322,Uncategorized,2005,Uncategorized,Uncategorized,1,2,12,752
Smash Up: Monster Smash,Strategy,3.661705,2789,45,2789,Strategy,2014,Strategy,Strategy,2,2,12,753
Stronghold,Strategy,3.58777,3335,120,3335,Strategy,2009,Strategy,Strategy,2,4,10,754
The Lost Expedition,Family,3.552385,4223,50,4223,Family,2017,Family,Family,1,5,14,755
Manila,Family,3.497335,5384,60,5384,Family,2005,Family,Family,3,5,10,756
Mint Works,Strategy,3.529085,4532,20,4532,Strategy,2017,Strategy,Strategy,1,4,13,757
Dale of Merchants,Strategy,3.60208,3355,30,3355,Strategy,2015,Strategy,Strategy,2,4,10,758
DC Comics Deck-Building Game,Thematic,3.520165,6019,45,6019,Thematic,2012,Thematic,Thematic,2,5,15,759
Ticket to Ride: Rails & Sails,Family,3.692915,2624,120,2624,Family,2016,Family,Family,2,5,10,760
The Bloody Inn,Strategy,3.48719,5736,60,5736,Strategy,2015,Strategy,Strategy,1,4,14,761
Batman: Gotham City Chronicles,Thematic,3.935935,1935,90,1935,Thematic,2019,Thematic,Thematic,2,4,14,762
"Warhammer 40,000: Conquest",Uncategorized,3.68659,2742,45,2742,Uncategorized,2014,Uncategorized,Uncategorized,2,2,14,763
Valley of the Kings,Strategy,3.53514,4024,45,4024,Strategy,2014,Strategy,Strategy,2,4,14,764
Wiz-War (eighth edition),Thematic,3.534935,4537,60,4537,Thematic,2012,Thematic,Thematic,2,4,14,765
Mr. Jack Pocket,Strategy,3.454115,7245,15,7245,Strategy,2010,Strategy,Strategy,2,2,14,766
Tide of Iron,Uncategorized,3.61012,3700,120,3700,Uncategorized,2007,Uncategorized,Uncategorized,2,4,12,767
Netrunner,Uncategorized,3.723775,2294,45,2294,Uncategorized,1996,Uncategorized,Uncategorized,2,2,10,768
Star Trek: Frontiers,Strategy,3.9603,1430,240,1430,Strategy,2016,Strategy,Strategy,1,4,14,769
Cottage Garden,Family,3.46311,6488,60,6488,Family,2016,Family,Family,1,4,8,770
Qwirkle,Family,3.392595,15269,45,15269,Family,2006,Family,Family,2,4,6,771
Wilderness War,Uncategorized,3.8623,1638,180,1638,Uncategorized,2001,Uncategorized,Uncategorized,2,2,12,772
Vinci,Strategy,3.54653,3897,90,3897,Strategy,1999,Strategy,Strategy,3,6,14,773
A Study in Emerald,Strategy,3.6004,3047,90,3047,Strategy,2013,Strategy,Strategy,2,5,13,774
CO₂: Second Chance,Strategy,3.83268,1748,120,1748,Strategy,2018,Strategy,Strategy,1,4,12,775
Black Fleet,Family,3.511045,4752,60,4752,Family,2014,Family,Family,3,4,14,776
Railroad Revolution,Strategy,3.687965,2278,90,2278,Strategy,2016,Strategy,Strategy,2,4,12,777
Meeple Circus,Family,3.55794,3767,45,3767,Family,2017,Family,Family,2,5,8,778
Parade,Family,3.474495,5623,45,5623,Family,2007,Family,Family,2,6,12,779
Railroad Ink: Blazing Red Edition,Family,3.603525,3072,30,3072,Family,2018,Family,Family,1,6,8,780
Hannibal & Hamilcar,Uncategorized,4.20038,1059,200,1059,Uncategorized,2018,Uncategorized,Uncategorized,2,2,12,781
Tak,Abstract,3.841425,1914,60,1914,Abstract,2017,Abstract,Abstract,2,2,12,782
Islebound,Strategy,3.606535,2906,120,2906,Strategy,2016,Strategy,Strategy,2,4,13,783
Shards of Infinity,Strategy,3.77105,2047,30,2047,Strategy,2018,Strategy,Strategy,2,4,10,784
Firenze,Strategy,3.635125,2598,60,2598,Strategy,2010,Strategy,Strategy,2,4,12,785
Werewords,Party,3.594455,3114,10,3114,Party,2017,Party,Party,4,10,8,786
Majesty: For the Realm,Family,3.509555,4639,40,4639,Family,2017,Family,Family,2,4,7,787
World's Fair 1893,Strategy,3.602785,3039,45,3039,Strategy,2016,Strategy,Strategy,2,4,10,788
The Grimm Forest,Family,3.590525,3789,60,3789,Family,2018,Family,Family,2,4,14,789
Loony Quest,Family,3.48193,5163,30,5163,Family,2015,Family,Family,2,5,8,790
Battles of Westeros,Thematic,3.643815,2751,120,2751,Thematic,2010,Thematic,Thematic,2,2,12,791
Fields of Green,Strategy,3.595665,2954,45,2954,Strategy,2016,Strategy,Strategy,2,4,12,792
Rivals for Catan,Strategy,3.49295,5517,120,5517,Strategy,2010,Strategy,Strategy,2,2,10,793
Mr. Jack in New York,Strategy,3.61936,2893,30,2893,Strategy,2009,Strategy,Strategy,2,2,14,794
Oceans,Strategy,3.885525,1636,90,1636,Strategy,2020,Strategy,Strategy,2,4,12,795
Winner's Circle,Family,3.4868,4947,60,4947,Family,2001,Family,Family,2,6,10,796
Fog of Love,Thematic,3.51616,4596,120,4596,Thematic,2017,Thematic,Thematic,2,2,17,797
The Big Book of Madness,Strategy,3.49229,5301,90,5301,Strategy,2015,Strategy,Strategy,2,5,12,798
Metropolys,Strategy,3.51348,3960,45,3960,Strategy,2008,Strategy,Strategy,2,4,8,799
Unlock!: Heroic Adventures,Thematic,3.963245,1292,60,1292,Thematic,2018,Thematic,Thematic,1,6,10,800
Via Nebula,Strategy,3.541325,3640,60,3640,Strategy,2016,Strategy,Strategy,2,4,12,801
Battle Cry,Uncategorized,3.580115,3379,45,3379,Uncategorized,1999,Uncategorized,Uncategorized,2,2,10,802
Battle for Rokugan,Strategy,3.749875,2071,90,2071,Strategy,2017,Strategy,Strategy,2,5,14,803
Zendo,Abstract,3.63536,2583,60,2583,Abstract,2001,Abstract,Abstract,3,5,8,804
China,Strategy,3.500075,4294,45,4294,Strategy,2005,Strategy,Strategy,3,5,12,805
A Distant Plain,Uncategorized,3.94578,1349,300,1349,Uncategorized,2013,Uncategorized,Uncategorized,1,4,12,806
When I Dream,Party,3.55328,3600,40,3600,Party,2016,Party,Party,4,10,8,807
Terror in Meeple City,Family,3.433755,6983,45,6983,Family,2013,Family,Family,2,4,8,808
Princes of the Renaissance,Strategy,3.691265,2135,180,2135,Strategy,2003,Strategy,Strategy,3,6,12,809
Nations: The Dice Game,Strategy,3.484255,4654,40,4654,Strategy,2014,Strategy,Strategy,1,4,14,810
Shadowrun: Crossfire,Thematic,3.58945,3251,60,3251,Thematic,2014,Thematic,Thematic,1,4,13,811
Massive Darkness,Thematic,3.64149,3700,120,3700,Thematic,2017,Thematic,Thematic,1,6,14,812
Cerebria: The Inside World,Strategy,3.923385,1475,120,1475,Strategy,2018,Strategy,Strategy,1,4,14,813
Tales & Games: The Hare & the Tortoise,Family,3.548225,3502,20,3502,Family,2011,Family,Family,2,5,7,814
"Hey, That's My Fish!",Family,3.356245,18823,20,18823,Family,2003,Family,Family,2,4,8,815
Smash Up,Strategy,3.38285,22727,45,22727,Strategy,2012,Strategy,Strategy,2,4,12,816
NMBR 9,Family,3.466785,5273,20,5273,Family,2017,Family,Family,1,4,8,817
Draftosaurus,Family,3.599065,2877,15,2877,Family,2019,Family,Family,2,5,8,818
1812: The Invasion of Canada,Strategy,3.67943,2156,90,2156,Strategy,2012,Strategy,Strategy,2,5,10,819
ICECOOL,Family,3.421655,7475,30,7475,Family,2016,Family,Family,2,4,6,820
Yggdrasil,Strategy,3.529365,3679,90,3679,Strategy,2011,Strategy,Strategy,1,6,13,821
Fauna,Family,3.517,3893,60,3893,Family,2008,Family,Family,2,6,8,822
Witness,Party,3.650865,2301,15,2301,Party,2014,Party,Party,4,4,13,823
Eight-Minute Empire: Legends,Strategy,3.49332,4361,32,4361,Strategy,2013,Strategy,Strategy,2,4,13,824
Falling Sky: The Gallic Revolt Against Caesar,Uncategorized,3.969485,1270,360,1270,Uncategorized,2016,Uncategorized,Uncategorized,1,4,14,825
Domaine,Strategy,3.50102,4225,60,4225,Strategy,2003,Strategy,Strategy,2,4,12,826
Dice Town,Family,3.429695,6570,45,6570,Family,2009,Family,Family,2,5,10,827
Condottiere,Strategy,3.411135,8310,45,8310,Strategy,1995,Strategy,Strategy,2,6,14,828
The Shipwreck Arcana,Strategy,3.753595,1829,30,1829,Strategy,2017,Strategy,Strategy,2,5,12,829
Warhammer Quest,Thematic,3.721775,2324,120,2324,Thematic,1995,Thematic,Thematic,1,4,12,830
Axis & Allies Anniversary Edition,Uncategorized,3.711915,2497,360,2497,Uncategorized,2008,Uncategorized,Uncategorized,2,6,12,831
Container: 10th Anniversary Jumbo Edition!,Strategy,3.8776,1387,90,1387,Strategy,2018,Strategy,Strategy,3,5,13,832
Ikusa,Thematic,3.51191,4804,360,4804,Thematic,1986,Thematic,Thematic,2,5,12,833
Legend of the Five Rings: The Card Game,Uncategorized,3.782375,2043,90,2043,Uncategorized,2017,Uncategorized,Uncategorized,2,2,14,834
Quarriors!,Strategy,3.381165,12943,30,12943,Strategy,2011,Strategy,Strategy,2,4,14,835
Sons of Anarchy: Men of Mayhem,Thematic,3.660685,2438,90,2438,Thematic,2014,Thematic,Thematic,3,4,13,836
